,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
0,1610612742,Dallas Mavericks,2,1,1,0.5,48.0,39.5,97.5,0.405,16.0,42.5,0.376,16.0,20.5,0.78,14.5,33.5,48.0,24.5,9.5,7.5,3.5,4.5,24.5,17.5,111.0,-0.5,11,9,3,9,3,9,3,13,2,3,3,12,13,7,4,7,4,9,1,12,13,7,11,15,9,8
1,1610612743,Denver Nuggets,2,0,2,0.0,48.0,35.0,92.5,0.378,10.5,36.5,0.288,15.0,19.0,0.789,13.5,33.5,47.0,24.5,13.0,12.0,5.5,9.0,17.0,19.5,95.5,-10.0,11,13,11,13,3,14,5,15,12,7,13,14,15,5,6,7,6,9,5,3,8,15,1,12,15,14
2,1610612744,Golden State Warriors,3,2,1,0.667,48.0,45.7,95.7,0.477,18.0,47.0,0.383,14.3,19.3,0.741,16.0,38.7,54.7,30.7,18.0,12.7,5.3,3.7,24.7,18.0,123.7,23.0,1,3,3,3,3,1,4,4,1,1,2,15,14,14,1,2,1,1,11,1,9,4,12,13,1,1
3,1610612745,Houston Rockets,3,1,2,0.333,48.0,39.7,97.7,0.406,14.3,42.3,0.339,19.3,25.7,0.753,15.7,31.3,47.0,20.0,12.7,9.3,3.7,8.3,24.7,21.3,113.0,4.0,1,9,11,11,3,7,2,12,5,4,10,9,8,11,2,11,6,14,4,6,11,14,12,9,7,4
4,1610612746,LA Clippers,3,2,1,0.667,49.7,41.3,88.0,0.47,10.0,31.3,0.319,18.7,24.7,0.757,12.7,35.0,47.7,28.0,19.0,8.0,2.7,6.0,24.7,22.3,111.3,3.3,1,3,3,3,1,6,10,7,13,13,12,10,10,10,7,5,5,5,14,10,15,10,12,6,8,5
5,1610612747,Los Angeles Lakers,3,3,0,1.0,48.0,43.3,87.3,0.496,11.0,30.3,0.363,23.7,29.3,0.807,11.3,31.3,42.7,29.0,13.0,8.3,5.3,3.3,19.7,22.3,121.3,6.0,1,1,1,1,3,3,11,1,10,14,6,3,4,3,8,11,11,3,5,8,9,3,6,6,2,3
6,1610612763,Memphis Grizzlies,3,2,1,0.667,48.0,42.3,89.3,0.474,13.3,35.7,0.374,21.3,30.7,0.696,11.0,31.0,42.0,30.0,16.7,8.3,6.0,6.3,28.0,25.3,119.3,-1.7,1,3,3,3,3,4,8,5,6,9,4,6,2,15,9,13,12,2,9,8,5,11,15,2,4,9
7,1610612750,Minnesota Timberwolves,3,2,1,0.667,48.0,38.3,84.7,0.453,15.7,42.7,0.367,18.3,23.3,0.786,9.0,34.3,43.3,23.3,15.3,5.3,3.7,4.7,20.7,20.7,110.7,2.0,1,3,3,3,3,13,13,8,3,2,5,11,11,6,13,6,10,12,8,15,11,8,8,10,10,7
8,1610612740,New Orleans Pelicans,3,2,1,0.667,48.0,39.7,90.3,0.439,11.3,32.7,0.347,19.7,25.3,0.776,11.0,30.7,41.7,26.0,14.3,12.0,8.7,7.0,20.3,19.7,110.3,-2.7,1,3,3,3,3,7,7,10,9,12,9,8,9,8,9,14,13,8,7,3,2,12,7,11,12,10
9,1610612760,Oklahoma City Thunder,3,3,0,1.0,48.0,44.0,99.0,0.444,10.7,38.7,0.276,16.0,21.3,0.75,11.0,38.3,49.3,23.3,10.7,12.3,10.0,4.3,18.7,18.0,114.7,19.3,1,1,1,1,3,2,1,9,11,5,15,12,12,12,9,3,3,12,2,2,1,6,5,13,6,2
