,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS
29,1630574,Ariel Hukporti,Ariel,1610612752,NYK,22.0,2,1,1,0.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.5,0.0,1.5,0.0,0.5,0.5,0.0,2.0,7.0,0,0,5.5,220,126,145,151,320,343,372,343,261,324,261,268,276,268,266,169,214,323,247,266,27,210,304,272,351,124,299,48,4,305
30,1630559,Austin Reaves,Austin,1610612747,LAL,26.0,3,3,0,1.0,35.4,7.0,12.7,0.553,2.3,5.3,0.438,1.7,2.3,0.714,2.7,4.0,6.7,6.0,3.3,1.3,0.7,0.0,3.7,3.3,18.0,1.7,37.7,0,0,37.0,1,1,322,1,23,40,71,85,53,70,98,138,122,172,22,86,54,18,23,54,84,210,20,56,57,142,36,48,4,37
31,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,24.0,3,1,2,0.333,25.6,2.0,8.3,0.24,0.3,5.3,0.063,0.0,0.0,0.0,0.0,4.7,4.7,4.7,1.7,0.0,0.3,0.7,2.3,0.7,4.3,-2.7,16.3,0,0,14.7,1,126,10,212,138,217,131,321,226,70,260,268,276,268,266,66,116,40,96,266,148,89,121,247,255,250,205,48,4,214
32,1628389,Bam Adebayo,Bam,1610612748,MIA,27.0,2,1,1,0.5,29.1,3.5,11.0,0.318,0.0,2.0,0.0,3.5,5.5,0.636,3.5,4.5,8.0,2.0,0.5,0.5,0.5,0.0,1.0,4.0,10.5,-15.0,25.6,1,0,22.5,220,126,145,151,99,144,90,287,261,201,261,52,39,205,10,69,33,138,247,194,122,210,248,44,132,380,112,15,4,128
33,1631248,Baylor Scheierman,Baylor,1610612738,BOS,24.0,1,1,0,1.0,8.1,1.0,3.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,-10.0,5.2,0,0,5.0,331,126,322,1,303,277,269,268,261,201,261,108,135,1,266,260,288,323,301,266,214,210,248,199,261,356,313,48,4,307
34,1641767,Ben Sheppard,Ben,1610612754,IND,23.0,3,1,2,0.333,11.0,1.3,2.3,0.571,0.7,1.0,0.667,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.0,0.0,0.3,0.7,2.7,0.3,3.3,0.7,6.9,0,0,6.7,1,126,10,212,283,262,294,68,183,253,25,268,276,268,266,243,278,273,301,266,148,89,82,294,271,171,301,48,4,299
35,1627732,Ben Simmons,Ben,1610612751,BKN,28.0,3,1,2,0.333,24.0,2.0,4.0,0.5,0.0,0.0,0.0,1.0,1.3,0.75,1.3,4.3,5.7,5.7,4.0,0.7,0.7,0.3,4.7,1.7,5.0,-11.3,20.3,0,0,19.0,1,126,10,212,159,217,243,113,261,324,261,178,192,151,99,76,83,22,7,145,84,146,2,151,240,370,158,48,4,160
36,1631097,Bennedict Mathurin,Bennedict,1610612754,IND,22.0,3,1,2,0.333,24.1,5.0,9.0,0.556,1.3,4.0,0.333,3.3,5.0,0.667,0.7,2.7,3.3,1.3,1.7,0.3,0.0,0.0,2.0,2.3,14.7,-5.3,20.0,0,0,21.3,1,126,10,212,157,89,118,79,118,116,145,57,44,179,175,150,170,198,96,225,214,210,143,104,85,302,160,48,4,138
37,1641731,Bilal Coulibaly,Bilal,1610612764,WAS,20.0,2,0,2,0.0,32.5,5.0,9.0,0.556,2.0,4.5,0.444,3.5,4.5,0.778,2.0,4.0,6.0,3.5,3.0,0.5,0.0,0.0,1.0,2.5,15.5,-17.0,26.5,0,0,28.0,220,302,10,302,58,89,118,79,63,98,93,52,58,140,42,86,71,70,28,194,214,210,248,98,78,383,106,48,4,88
38,1631104,Blake Wesley,Blake,1610612759,SAS,21.0,2,1,1,0.5,7.5,1.5,3.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0,6.5,7.6,0,0,6.5,220,126,145,151,306,253,269,113,261,324,261,178,214,1,266,325,342,138,301,266,214,210,304,272,261,64,291,48,4,300
39,1626171,Bobby Portis,Bobby,1610612749,MIL,29.0,3,1,2,0.333,26.8,6.0,11.0,0.545,1.0,2.7,0.375,0.7,0.7,1.0,1.7,6.7,8.3,2.0,1.7,1.0,0.7,0.3,1.3,0.7,13.7,-6.0,30.0,1,0,28.3,1,126,10,212,126,63,90,89,136,171,128,220,245,1,72,27,30,138,96,80,84,146,224,247,95,319,84,15,4,86
40,203992,Bogdan Bogdanović,Bogdan,1610612737,ATL,32.0,1,1,0,1.0,27.8,2.0,6.0,0.333,2.0,6.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,8.0,-3.0,17.4,0,0,18.0,331,126,322,1,111,217,187,268,63,47,145,108,135,1,266,188,231,138,72,266,11,210,54,199,176,257,193,48,4,171
41,203078,Bradley Beal,Bradley,1610612756,PHX,31.0,2,1,1,0.5,37.0,7.0,13.0,0.538,3.5,6.0,0.583,2.0,2.5,0.8,0.0,2.0,2.0,5.0,2.0,1.5,1.0,1.0,2.5,2.0,19.5,-6.5,34.9,0,0,35.0,220,126,145,151,15,40,64,94,19,47,31,108,117,129,266,188,231,33,72,44,37,44,110,116,47,328,52,48,4,42
42,1641764,Brandin Podziemski,Brandin,1610612744,GSW,21.0,3,2,1,0.667,24.8,3.0,9.0,0.333,0.3,4.7,0.071,0.0,0.0,0.0,2.0,3.7,5.7,3.0,1.7,0.7,0.3,0.0,2.3,1.3,6.3,19.0,19.0,0,0,17.3,1,43,145,73,148,159,118,268,226,90,259,268,276,268,42,102,83,86,96,145,148,210,121,181,211,4,170,48,4,180
43,1629634,Brandon Clarke,Brandon,1610612763,MEM,28.0,3,2,1,0.667,14.4,1.3,5.0,0.267,0.0,1.3,0.0,0.7,1.0,0.667,0.7,3.0,3.7,0.7,0.7,0.7,0.0,0.7,1.7,0.7,3.3,8.0,10.1,0,0,9.0,1,43,145,73,257,262,216,308,261,240,261,220,214,179,175,132,152,273,210,145,214,89,192,247,271,42,269,48,4,269
44,1627742,Brandon Ingram,Brandon,1610612740,NOP,27.0,3,2,1,0.667,32.8,9.3,20.0,0.467,2.3,5.7,0.412,1.7,2.0,0.833,1.7,6.0,7.7,4.0,2.3,1.3,0.7,2.0,3.0,2.3,22.7,-2.7,41.5,0,0,40.7,1,43,145,73,51,15,11,163,53,61,113,138,135,110,72,39,38,54,55,54,84,9,54,104,32,250,23,48,4,24
45,1641706,Brandon Miller,Brandon,1610612766,CHA,21.0,1,1,0,1.0,10.7,2.0,4.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,-6.0,10.7,0,0,11.0,331,126,322,1,285,217,243,113,136,201,49,178,214,1,124,344,288,224,147,80,214,210,333,199,219,319,264,48,4,251
46,1641729,Brice Sensabaugh,Brice,1610612762,UTA,20.0,2,0,2,0.0,15.1,2.0,5.5,0.364,1.0,3.5,0.286,1.0,1.5,0.667,2.0,0.5,2.5,0.0,0.5,1.0,0.0,0.5,0.5,1.0,6.0,-20.0,11.5,0,0,11.5,220,302,10,302,247,217,206,251,136,142,184,178,187,179,42,325,214,323,247,80,214,117,304,199,219,391,255,48,4,248
47,1642355,Bronny James,Bronny,1610612747,LAL,20.0,1,1,0,1.0,2.7,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,1.2,0,0,1.0,331,126,322,1,361,343,298,343,261,253,261,268,276,268,124,344,288,323,301,266,214,44,333,316,351,299,363,48,4,364
48,201572,Brook Lopez,Brook,1610612749,MIL,36.0,3,1,2,0.333,31.3,3.7,10.0,0.367,1.7,5.7,0.294,1.7,2.0,0.833,0.3,5.0,5.3,2.3,2.3,0.7,3.0,0.0,2.7,2.0,10.7,2.3,29.2,0,0,27.3,1,126,10,212,74,133,103,250,92,61,182,138,135,110,237,58,96,124,55,145,2,210,82,116,128,123,89,48,4,92
49,1628981,Bruno Fernando,Bruno,1610612761,TOR,26.0,3,1,2,0.333,11.8,1.7,4.0,0.417,0.0,0.0,0.0,1.3,1.3,1.0,2.7,2.7,5.3,0.7,2.0,0.3,1.0,0.0,3.0,0.7,4.7,-4.7,14.1,0,0,13.3,1,126,10,212,278,240,243,208,261,324,261,158,192,1,22,150,96,273,72,225,37,210,54,247,247,296,230,48,4,229
50,1627741,Buddy Hield,Buddy,1610612744,GSW,31.0,3,2,1,0.667,20.8,7.0,13.3,0.525,4.3,8.3,0.52,0.7,0.7,1.0,0.7,4.3,5.0,3.0,1.7,0.7,0.3,1.0,1.7,1.0,19.0,12.7,30.8,0,0,33.3,1,43,145,73,189,40,62,105,7,21,48,220,245,1,175,76,105,86,96,145,148,44,192,199,48,16,77,48,4,56
51,203468,CJ McCollum,CJ,1610612740,NOP,33.0,3,2,1,0.667,35.2,9.0,19.0,0.474,4.0,10.0,0.4,1.3,2.0,0.667,0.0,2.7,2.7,3.7,1.3,3.0,0.7,1.0,1.7,1.7,23.3,-0.7,41.7,0,0,41.0,1,43,145,73,25,16,16,157,8,10,116,158,135,179,266,150,205,62,124,2,84,44,192,151,28,205,22,48,4,23
52,1630595,Cade Cunningham,Cade,1610612765,DET,23.0,3,0,3,0.0,37.3,11.0,23.0,0.478,2.0,6.7,0.3,3.3,4.0,0.833,0.7,4.3,5.0,8.0,6.0,0.7,1.3,2.3,2.7,2.0,27.3,-7.0,45.3,1,0,46.3,1,302,1,302,13,2,4,153,63,38,177,57,65,110,175,76,105,7,3,145,30,5,82,116,13,332,13,15,4,12
53,1631216,Caleb Houstan,Caleb,1610612753,ORL,21.0,2,1,1,0.5,5.1,1.0,1.5,0.667,1.0,1.5,0.667,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0,3.6,0,0,4.5,220,126,145,151,331,277,318,41,136,233,25,268,276,268,266,325,342,323,301,266,214,210,248,316,276,211,332,48,4,315
54,1628997,Caleb Martin,Caleb,1610612755,PHI,29.0,3,1,2,0.333,36.0,4.3,10.7,0.406,0.3,2.3,0.143,4.3,6.0,0.722,4.0,4.7,8.7,2.7,3.7,0.3,0.7,1.0,4.0,5.0,13.3,-7.7,27.1,1,0,27.0,1,126,10,212,18,107,97,222,226,192,240,35,29,171,4,66,25,105,16,225,84,44,8,26,99,339,101,15,4,93
55,1630560,Cam Thomas,Cam,1610612751,BKN,23.0,3,1,2,0.333,34.6,10.3,21.7,0.477,4.0,8.7,0.462,6.0,6.7,0.9,1.3,4.0,5.3,2.7,2.3,1.7,0.0,2.3,2.0,5.7,30.7,-3.3,43.7,0,0,46.0,1,126,10,212,31,5,7,155,8,16,84,17,21,87,99,86,96,105,55,26,214,5,143,15,6,265,17,48,4,13
56,1641715,Cam Whitmore,Cam,1610612745,HOU,20.0,3,1,2,0.333,14.1,3.7,8.7,0.423,0.0,2.7,0.0,1.0,2.0,0.5,0.7,1.3,2.0,0.0,0.3,0.0,0.3,1.3,2.0,2.0,8.3,2.7,11.4,0,0,11.0,1,126,10,212,261,133,126,201,261,171,261,178,135,231,175,243,231,323,276,266,148,32,143,116,170,119,257,48,4,251
57,1629661,Cameron Johnson,Cameron,1610612751,BKN,28.0,3,1,2,0.333,32.0,4.3,11.3,0.382,2.0,8.3,0.24,2.3,3.0,0.778,0.3,3.7,4.0,1.7,1.0,1.0,0.7,0.0,3.3,2.7,13.0,-7.3,24.3,0,0,24.0,1,126,10,212,64,107,85,241,63,21,208,98,95,140,237,102,137,175,147,80,84,210,41,90,101,337,123,48,4,113
58,1626166,Cameron Payne,Cameron,1610612752,NYK,30.0,2,1,1,0.5,21.4,4.0,9.5,0.421,1.0,4.5,0.222,0.0,0.5,0.0,1.0,1.5,2.5,3.5,0.5,1.0,0.0,0.5,2.0,1.0,9.0,1.5,19.8,0,0,18.0,220,126,145,151,182,113,115,205,136,98,212,268,267,268,124,236,214,70,247,80,214,117,143,199,156,146,166,48,4,171
59,1627747,Caris LeVert,Caris,1610612739,CLE,30.0,3,3,0,1.0,19.8,5.0,6.7,0.75,1.7,2.0,0.833,1.0,2.0,0.5,0.3,1.0,1.3,3.3,0.0,1.0,1.0,0.0,1.0,1.7,12.7,10.7,25.3,0,0,23.0,1,1,322,1,201,89,170,29,92,201,17,178,135,231,237,260,278,78,301,80,37,210,248,151,107,26,113,48,4,118
60,1642267,Carlton Carrington,Carlton,1610612764,WAS,19.0,2,0,2,0.0,25.6,1.5,7.0,0.214,1.0,3.0,0.333,2.5,3.0,0.833,0.0,2.5,2.5,3.0,2.0,0.0,1.0,1.0,4.0,2.5,6.5,-19.0,15.0,0,0,15.0,220,302,10,302,139,253,164,329,136,155,145,94,95,110,266,169,214,86,72,266,37,44,8,98,209,390,219,48,4,208
61,1641717,Cason Wallace,Cason,1610612760,OKC,20.0,3,3,0,1.0,25.2,2.7,8.0,0.333,0.3,3.0,0.111,0.3,0.3,1.0,1.0,3.7,4.7,1.0,0.7,2.7,0.0,1.0,1.3,0.7,6.0,15.3,20.4,0,0,17.3,1,1,322,1,142,188,138,268,226,155,252,253,270,1,124,102,116,224,210,4,214,44,224,247,219,10,156,48,4,180
62,1629646,Charles Bassey,Charles,1610612759,SAS,24.0,1,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,8.7,0,0,6.0,331,302,145,302,317,343,372,343,261,324,261,268,276,268,266,260,288,224,301,80,37,210,333,316,351,29,284,48,4,302
63,1631096,Chet Holmgren,Chet,1610612760,OKC,22.0,3,3,0,1.0,32.6,9.0,16.0,0.563,1.0,5.0,0.2,4.7,7.0,0.667,3.0,10.0,13.0,3.0,2.3,1.3,4.0,1.0,2.0,5.3,23.7,12.0,57.4,2,0,51.3,1,1,322,1,56,16,33,74,136,79,218,29,17,179,18,4,2,86,55,54,1,44,143,20,27,19,4,5,4,8
