CONFERENCE,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,FGA,FG_PCT,FG3A,FG3_PCT,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PFD,PLUS_MINUS
West,1610612756,Phoenix Suns,1628966,Keita Bates-Diop,PHX,27,23,17.5,5.1,4.5,0.404,1.8,0.268,1.4,0.719,0.9,2.2,3.1,0.9,0.3,0.6,0.7,0.9,0.9,-0.6
West,1610612756,Phoenix Suns,201142,Kevin Durant,PHX,35,28,37.1,29.9,19.7,0.525,4.6,0.477,8,0.874,0.4,5.9,6.3,6,3.4,0.9,1.1,1.8,6.1,3.6
West,1610612756,Phoenix Suns,1629642,Nassir Little,PHX,23,23,15.6,5.2,4,0.484,2.2,0.32,0.8,0.842,0.6,2,2.6,0.7,0.5,0.4,0.3,1.3,0.7,-2.4
West,1610612756,Phoenix Suns,1630240,Saben Lee,PHX,24,7,8.2,3.7,2.6,0.444,0.6,0,1.6,0.909,0.4,0.7,1.1,1.6,0.4,0.3,0.3,0.7,1.3,3.3
West,1610612756,Phoenix Suns,1630177,Theo Maledon,PHX,22,13,15.4,4.2,5.1,0.288,2.3,0.167,0.9,0.917,0.3,1.5,1.8,2.2,1.2,0.5,0,1.4,1.4,-4.4
West,1610612756,Phoenix Suns,1628962,Udoka Azubuike,PHX,24,8,8.9,3.5,2.1,0.765,0,0,0.9,0.286,1,1.9,2.9,0.3,0.4,0,0.8,1.4,0.6,-0.4
West,1610612756,Phoenix Suns,1629139,Yuta Watanabe,PHX,29,22,15.8,4.2,4,0.345,3.2,0.329,0.6,0.692,0.5,1.4,1.9,0.5,0.6,0.3,0.3,1.4,0.4,-0.5
West,1610612740,New Orleans Pelicans,1627742,Brandon Ingram,NOP,26,30,34,23.3,17.5,0.501,4,0.347,5.4,0.815,0.7,4.1,4.8,5.5,2.6,0.8,0.5,2.2,4.2,2.4
West,1610612740,New Orleans Pelicans,203468,CJ McCollum,NOP,32,20,33.5,19.9,15.5,0.46,7.9,0.427,3,0.78,0.6,3.4,4,5.1,1.6,1.5,0.8,2.3,2.1,3.2
West,1610612740,New Orleans Pelicans,203469,Cody Zeller,NOP,31,23,9.6,1.8,1.7,0.333,0,0,1.1,0.577,1.2,1.8,3,1.1,0.3,0.2,0.1,1.3,1.2,1.2
West,1610612740,New Orleans Pelicans,1631220,Dereon Seabron,NOP,23,5,10.5,2.8,2.6,0.308,0.4,0.5,1.2,0.833,0.2,1.2,1.4,0.8,0,0.4,0.2,0.8,0.8,5.4
West,1610612740,New Orleans Pelicans,1630700,Dyson Daniels,NOP,20,33,22.4,5.9,5.5,0.41,2.5,0.272,1.1,0.667,0.9,2.9,3.9,2.6,1,1.3,0.3,1.8,0.8,0.7
West,1610612740,New Orleans Pelicans,1630604,E.J. Liddell,NOP,23,3,2.9,1.3,1.3,0.25,1,0,0.7,1,0,0.7,0.7,0,0.3,0,0.3,0.3,0.3,-1.7
West,1610612740,New Orleans Pelicans,1630529,Herbert Jones,NOP,25,30,29.6,10.5,7.8,0.468,3.3,0.323,2.4,0.863,1.2,2.7,3.9,2.6,1.2,1.4,1,3.1,2.3,0.7
West,1610612740,New Orleans Pelicans,1630526,Jeremiah Robinson-Earl,NOP,23,13,11.8,4.5,3.2,0.548,1.2,0.438,0.5,1,0.8,1.9,2.7,0.7,0.5,0.3,0.1,0.9,0.5,-2.1
West,1610612740,New Orleans Pelicans,202685,Jonas Valanciunas,NOP,31,33,27.6,14.4,10,0.568,1.9,0.355,3,0.8,2.4,7.2,9.7,2.4,1.5,0.6,1.3,3.2,2.6,2.4
West,1610612740,New Orleans Pelicans,1641722,Jordan Hawkins,NOP,21,28,23.3,10.4,8.9,0.38,5.9,0.36,1.7,0.872,0.6,2.5,3.1,1.5,0.8,0.4,0,1.6,0.8,-2.3
West,1610612740,New Orleans Pelicans,1630631,Jose Alvarado,NOP,25,19,16.2,6.7,5.7,0.426,3.1,0.39,1.2,0.591,0.5,1.9,2.4,1.8,0.9,1.1,0.4,1.5,1,3.3
West,1610612740,New Orleans Pelicans,1629232,Kaiser Gates,NOP,27,1,7.4,0,4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,-2
West,1610612740,New Orleans Pelicans,1630184,Kira Lewis Jr.,NOP,22,13,10.1,3.1,3.6,0.319,1.3,0.118,0.7,0.889,0.2,0.6,0.8,1.4,0.5,0.4,0.1,0.6,0.5,-1
West,1610612740,New Orleans Pelicans,1626204,Larry Nance Jr.,NOP,31,16,16.2,4.3,3.3,0.538,0.9,0.357,0.8,0.667,1.3,3.4,4.7,0.8,1,0.9,0.3,1.4,1.3,-1.2
West,1610612740,New Orleans Pelicans,1630346,Matt Ryan,NOP,26,13,22.9,9.3,6.4,0.458,5.2,0.471,1.1,0.929,0.4,1.9,2.3,1.1,1.2,0.4,0.1,1.8,1.2,2.2
West,1610612740,New Orleans Pelicans,1630230,Naji Marshall,NOP,25,24,19.4,8.1,6.1,0.452,2.8,0.394,2,0.787,1.1,2.9,4,2.4,1.2,0.7,0.2,1.4,1.4,3.2
West,1610612740,New Orleans Pelicans,1630530,Trey Murphy III,NOP,23,12,27,14.8,10.3,0.472,6.5,0.423,2.8,0.848,0.3,3.7,4,1.7,0.7,0.8,0.3,1.2,1.9,9.1
West,1610612740,New Orleans Pelicans,1629627,Zion Williamson,NOP,23,27,30.9,22.4,15.1,0.582,0.3,0.333,7.2,0.656,2,4.2,6.1,4.6,2.6,1,0.3,2.7,5,1.4
West,1610612762,Utah Jazz,1641729,Brice Sensabaugh,UTA,20,2,2.3,0,1,0,0,0,0,0,0.5,1,1.5,0,0,0,0,0,0,-2.5
West,1610612762,Utah Jazz,1629012,Collin Sexton,UTA,24,34,23.5,15.6,11.2,0.466,3.8,0.341,4.4,0.878,0.9,1.9,2.8,3.7,1.8,0.6,0.2,2,3.1,-1.6
West,1610612762,Utah Jazz,1628381,John Collins,UTA,26,30,28.9,13.6,10.8,0.474,3.7,0.375,2.5,0.784,2.2,5.7,7.9,0.7,1.5,0.6,0.9,2.6,2.2,-6.9
West,1610612762,Utah Jazz,1630548,Johnny Juzang,UTA,22,1,4.4,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,-1
West,1610612762,Utah Jazz,203903,Jordan Clarkson,UTA,31,24,30,17,15.2,0.404,5.8,0.29,3.6,0.872,1.2,2.5,3.6,5.3,3,0.8,0.1,1.6,2.8,-2.8
West,1610612762,Utah Jazz,203482,Kelly Olynyk,UTA,32,32,21.9,8.1,5.3,0.559,1.9,0.41,1.6,0.9,1.5,3.9,5.4,4.7,1.8,0.9,0.3,2.7,2.1,-1.1
West,1610612762,Utah Jazz,1641718,Keyonte George,UTA,20,28,25.7,11.1,9.5,0.365,5.2,0.336,3.1,0.782,0.4,2.6,3,4.8,2.2,0.5,0.1,1.2,2.9,-4.6
West,1610612762,Utah Jazz,1627739,Kris Dunn,UTA,29,26,16.3,5.3,4.7,0.463,1.5,0.368,0.6,0.688,0.5,2.2,2.7,3.8,1.3,0.6,0.2,1.6,0.7,0.7
West,1610612762,Utah Jazz,1628374,Lauri Markkanen,UTA,26,24,32.7,23.2,16.3,0.487,8.4,0.376,4.8,0.861,2.3,6.2,8.5,1.6,1.2,1,0.6,2.1,4.4,-0.4
West,1610612762,Utah Jazz,1629677,Luka Samanic,UTA,23,15,6.5,3.1,3.3,0.38,1.3,0.263,0.3,1,0.3,1.7,2.1,0.2,0.4,0.1,0.1,0.7,0.3,1.1
West,1610612762,Utah Jazz,1630695,Micah Potter,UTA,25,2,3.6,0,0.5,0,0.5,0,0,0,0,2,2,0,0,0,0,0,0,-6.5
West,1610612762,Utah Jazz,1630534,Ochai Agbaji,UTA,23,34,21.1,6.6,5.7,0.451,3.3,0.354,0.4,0.714,0.8,1.7,2.5,1,0.7,0.6,0.5,1.5,0.4,-2
West,1610612762,Utah Jazz,1630209,Omer Yurtseven,UTA,25,20,11.7,4,3.5,0.507,0.7,0.231,0.4,0.75,1.5,2.9,4.4,0.7,1,0.2,0.5,1.6,0.7,-3.8
West,1610612762,Utah Jazz,1631323,Simone Fontecchio,UTA,28,32,21.4,9.1,7,0.462,4.6,0.399,1,0.781,0.9,2.1,3,1.1,1,0.6,0.4,1.7,0.8,-1.8
West,1610612762,Utah Jazz,1629659,Talen Horton-Tucker,UTA,23,29,22.3,11,10,0.412,3.8,0.336,1.9,0.818,0.4,2.2,2.6,4.3,1.8,1,0.4,2.1,1.6,-0.3
West,1610612762,Utah Jazz,1641707,Taylor Hendricks,UTA,20,11,15.9,5.3,5,0.382,2.9,0.313,0.7,0.75,1,1.5,2.5,0.5,0.7,0.7,0.5,1,0.5,0.5
West,1610612762,Utah Jazz,1631117,Walker Kessler,UTA,22,26,25,9,6.7,0.618,0.6,0.25,1.3,0.515,2.8,5.3,8.1,0.8,1.2,0.5,2.7,2,1.2,-0.5
