CONFERENCE,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,FGA,FG_PCT,FG3A,FG3_PCT,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PFD,PLUS_MINUS
East,1610612737,Atlanta Hawks,1630811,Keaton Wallace,ATL,25,1,3.1,2,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,-4
East,1610612737,Atlanta Hawks,1631243,Mouhamed Gueye,ATL,21,1,3.1,2,2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-4
East,1610612737,Atlanta Hawks,1630168,Onyeka Okongwu,ATL,23,3,26.1,16.3,9,0.63,1.3,0.5,5,0.867,2,4.3,6.3,1.7,0.7,0.7,1,2,3,-3.7
East,1610612737,Atlanta Hawks,1629027,Trae Young,ATL,26,3,38.4,30.7,18,0.463,9,0.333,12.3,0.892,1.3,3.3,4.7,10,6.7,1.7,0.3,1.7,8.3,1
East,1610612737,Atlanta Hawks,1630249,Vít Krejčí,ATL,24,3,15.4,3.7,3.7,0.364,1.7,0.2,1,0.667,0.3,1.3,1.7,1.3,1,0.7,0.3,3,1,-3.3
East,1610612737,Atlanta Hawks,1642258,Zaccharie Risacher,ATL,19,3,21.5,8.3,8.3,0.36,3.3,0.2,2.7,0.625,1.3,1,2.3,1,0.7,0.3,0.7,1,2,-10
East,1610612766,Charlotte Hornets,1641706,Brandon Miller,CHA,21,1,10.7,6,4,0.5,2,0.5,1,1,1,0,1,1,1,1,0,0,1,-6
East,1610612766,Charlotte Hornets,1628998,Cody Martin,CHA,29,3,24.7,7,6.7,0.35,4.3,0.308,1.3,0.75,2,3.3,5.3,1.3,0.7,0.3,0.7,3,1,-0.3
East,1610612766,Charlotte Hornets,1629684,Grant Williams,CHA,25,3,24.4,8,6.7,0.35,5,0.4,2,0.667,1.3,2,3.3,2.7,1.7,1,0.3,2.7,2,1.7
East,1610612766,Charlotte Hornets,1630182,Josh Green,CHA,23,1,17.7,5,5,0.4,3,0.333,0,0,1,2,3,2,0,1,1,4,1,2
East,1610612766,Charlotte Hornets,1630163,LaMelo Ball,CHA,23,3,34.4,31.7,20.7,0.468,12,0.417,8,0.917,1.3,5.7,7,7.3,5.7,1,0.7,4.7,6.7,1.7
East,1610612766,Charlotte Hornets,1628970,Miles Bridges,CHA,26,3,32.5,17.7,14,0.452,5.7,0.294,4,0.833,1,6.7,7.7,1.3,2,0.3,1,2,3.3,-4
East,1610612766,Charlotte Hornets,1631217,Moussa Diabaté,CHA,22,3,10.9,3,2.7,0.5,0,0,1.3,0.25,1.7,2,3.7,0,0.3,0.3,0.7,1,1,0.3
East,1610612766,Charlotte Hornets,1630208,Nick Richards,CHA,26,3,29.5,10,6,0.611,0.3,0,4.3,0.615,4,7,11,1.3,1.7,0.3,2,3.3,3,-1.7
East,1610612766,Charlotte Hornets,203552,Seth Curry,CHA,34,3,27.7,10.3,8.7,0.423,5.3,0.5,1,0.333,1.7,2,3.7,1.7,0.3,1,0.3,3,1.3,0
East,1610612766,Charlotte Hornets,1642275,Tidjane Salaün,CHA,19,1,8.6,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,-10
East,1610612766,Charlotte Hornets,1630544,Tre Mann,CHA,23,3,28.6,18.3,15.3,0.413,6.7,0.4,3,1,2,2.7,4.7,3,2.3,0.7,0.3,2.3,2.3,-4.7
East,1610612766,Charlotte Hornets,203995,Vasilije Micić,CHA,30,3,15,2.3,6,0.167,2.3,0.143,0,0,1.7,2,3.7,1,1.3,0.3,0,0.7,0.3,-1.7
East,1610612761,Toronto Raptors,1628981,Bruno Fernando,TOR,26,3,11.8,4.7,4,0.417,0,0,1.3,1,2.7,2.7,5.3,0.7,2,0.3,1,3,0.7,-4.7
East,1610612761,Toronto Raptors,1628449,Chris Boucher,TOR,31,3,18.4,8.7,7.3,0.318,4.3,0.308,4,0.667,0.7,4,4.7,0.7,0.7,1,1.7,1,2,-2
East,1610612761,Toronto Raptors,1630618,D.J. Carton,TOR,24,2,12.6,1.5,2.5,0.2,1,0,0.5,1,0,2,2,1.5,2,1,0,0.5,0.5,8
East,1610612761,Toronto Raptors,1630558,Davion Mitchell,TOR,26,3,24.2,5.3,6.7,0.35,2.7,0.25,0,0,0,1.7,1.7,4.7,2.7,1,0.3,2.7,1.7,-9
East,1610612761,Toronto Raptors,202066,Garrett Temple,TOR,38,2,4.4,1,1,0.5,0.5,0,0,0,0,0,0,1,0,0.5,0,1,0,0.5
East,1610612761,Toronto Raptors,1641711,Gradey Dick,TOR,20,3,27.6,16.3,12.7,0.447,6.3,0.368,2.7,1,0.3,1,1.3,1,1,0.7,0.7,2.7,2.7,-6
East,1610612761,Toronto Raptors,1630193,Immanuel Quickley,TOR,25,1,14.2,13,9,0.444,4,0.5,4,0.75,0,2,2,4,2,1,0,2,2,-2
East,1610612761,Toronto Raptors,1627751,Jakob Pöltl,TOR,29,3,27.8,11,7.7,0.478,0,0,5,0.733,2.3,7,9.3,2.7,3,0.3,1.7,4,4,-6
East,1610612761,Toronto Raptors,1642347,Jamal Shead,TOR,22,3,21,8.7,7.3,0.409,2.7,0.375,1.7,1,0,1,1,4.7,3.3,0.3,0.3,2,1.7,-12
East,1610612761,Toronto Raptors,1642419,Jamison Battle,TOR,23,3,16.6,9,5.7,0.529,3.7,0.455,2,0.667,1.7,3,4.7,0.7,0,0,0.3,2.3,1,2.7
East,1610612761,Toronto Raptors,1642367,Jonathan Mogbo,TOR,22,3,14.6,7,5,0.4,1,0.333,3,0.889,2,2,4,2,1,1.7,1,1.3,2,4.7
East,1610612761,Toronto Raptors,1630534,Ochai Agbaji,TOR,24,3,27.4,11.3,7.3,0.636,2,0.5,1.7,0.6,2.3,3,5.3,1.3,1.7,1.7,0.3,2.3,1.7,-10.7
East,1610612761,Toronto Raptors,1630567,Scottie Barnes,TOR,23,3,33,18.7,14.7,0.455,2.7,0.125,6.3,0.789,2.7,3.7,6.3,5,4,1,0.3,3.7,5,-15.7
East,1610612761,Toronto Raptors,1642279,Ulrich Chomche,TOR,18,1,4.5,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-4
East,1610612765,Detroit Pistons,1630595,Cade Cunningham,DET,23,3,37.3,27.3,23,0.478,6.7,0.3,4,0.833,0.7,4.3,5,8,6,0.7,1.3,2.7,2,-7
East,1610612765,Detroit Pistons,1642450,Daniss Jenkins,DET,23,1,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
East,1610612765,Detroit Pistons,1630191,Isaiah Stewart,DET,23,3,15.8,2.7,1.7,0.8,0.3,0,0,0,1.3,2.7,4,2,2,1,0.7,3.7,0.7,4.3
East,1610612765,Detroit Pistons,1631093,Jaden Ivey,DET,22,3,32.9,21.7,15.7,0.489,4,0.333,6.7,0.75,2,3,5,4.7,1.3,0.7,0,3,4.7,-5.7
East,1610612765,Detroit Pistons,1631105,Jalen Duren,DET,20,3,29.3,11,5,0.867,0,0,4,0.583,3.3,6.3,9.7,3.7,1.7,0.3,1,3,2.7,-9.3
East,1610612765,Detroit Pistons,1627736,Malik Beasley,DET,27,3,25.8,14.7,11.3,0.441,6.7,0.5,1.7,0.8,0,3.3,3.3,0.7,1,0,0.3,1,1.3,-3.3
East,1610612765,Detroit Pistons,1631204,Marcus Sasser,DET,24,2,2.3,1,0.5,1,0,0,0,0,0.5,0.5,1,1,0,0,0,0,0,4.5
East,1610612765,Detroit Pistons,1630194,Paul Reed,DET,25,1,6.6,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,-12
East,1610612765,Detroit Pistons,1641842,Ronald Holland II,DET,19,3,12.9,5,5.3,0.375,2.7,0.125,0.7,1,0.3,3.3,3.7,0.7,0.7,0.7,0.3,1.3,1.3,-3.7
East,1610612765,Detroit Pistons,1631323,Simone Fontecchio,DET,28,3,17.6,5.3,4.7,0.286,3.7,0.364,1.3,1,0.3,1.3,1.7,0,0.7,0,0,1.7,1.3,2
East,1610612765,Detroit Pistons,203501,Tim Hardaway Jr.,DET,32,3,29.6,10.7,7.3,0.409,5.7,0.471,2,1,0,2,2,1.3,0.3,0.3,0,2,3,-7
East,1610612765,Detroit Pistons,202699,Tobias Harris,DET,32,3,34,10.3,11,0.333,4.7,0.214,2,1,1,5,6,2.7,1.7,0.7,1,3.3,1,-9.3
East,1610612765,Detroit Pistons,1631111,Wendell Moore Jr.,DET,23,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East,1610612739,Cleveland Cavaliers,1627747,Caris LeVert,CLE,30,3,19.8,12.7,6.7,0.75,2,0.833,2,0.5,0.3,1,1.3,3.3,0,1,1,1,1.7,10.7
East,1610612739,Cleveland Cavaliers,1641854,Craig Porter Jr.,CLE,24,3,4.4,1.3,1.7,0.4,0.7,0,0,0,0,0.7,0.7,0.7,0,0,0.7,0,0,-0.7
East,1610612739,Cleveland Cavaliers,1629636,Darius Garland,CLE,24,3,26.6,14.3,11.3,0.5,6,0.444,0.3,1,0,1.7,1.7,5.7,3,1,0,3.3,0.7,6
East,1610612739,Cleveland Cavaliers,1629731,Dean Wade,CLE,27,3,21.7,8.7,6,0.556,4.3,0.462,0.3,0,0.3,5.7,6,1,0,1.7,0,2.7,0.3,12.3
East,1610612739,Cleveland Cavaliers,1628378,Donovan Mitchell,CLE,28,3,29,23.3,17.7,0.491,8,0.375,4.7,0.643,0.7,2,2.7,4.3,3,2.3,0.3,2,5.7,20
East,1610612739,Cleveland Cavaliers,1630596,Evan Mobley,CLE,23,3,30.3,18,13,0.487,2.3,0.429,5,0.867,2,7.3,9.3,3.3,2.3,2,2.3,2.3,3.3,17.7
East,1610612739,Cleveland Cavaliers,1627777,Georges Niang,CLE,31,3,18.4,5.7,5,0.4,4,0.417,0,0,1,3,4,0.3,0.7,0.3,0,1.7,0,5.7
East,1610612739,Cleveland Cavaliers,1630171,Isaac Okoro,CLE,23,3,18.6,3.3,2.7,0.375,0.3,0,2.3,0.571,1.3,1.7,3,2,0.7,0.7,1,2,2,7.7
East,1610612739,Cleveland Cavaliers,1628386,Jarrett Allen,CLE,26,3,27.5,18,8,0.833,0,0,5.7,0.824,1,6.7,7.7,1.3,0.7,1,2.3,0.7,5,8
East,1610612739,Cleveland Cavaliers,1642281,Jaylon Tyson,CLE,21,3,5.3,2.3,1.3,0.5,0.7,1,0.7,0.5,0,1,1,0.3,1,0,0,2.3,0.3,-0.3
East,1610612739,Cleveland Cavaliers,1630241,Sam Merrill,CLE,28,3,17.2,6,5.3,0.313,4.7,0.286,1.3,1,0.3,0.7,1,1.3,0.3,0.7,0,2.3,1.7,9
East,1610612739,Cleveland Cavaliers,202684,Tristan Thompson,CLE,33,2,6.9,1,1,0.5,0,0,2,0,0,1,1,0,0.5,0,0,0.5,1,-2
East,1610612739,Cleveland Cavaliers,1629660,Ty Jerome,CLE,27,3,16.7,13.7,6.3,0.737,1.3,0.75,4,0.833,1,1,2,4.3,1.3,1.3,0,0.7,2.3,7
West,1610612743,Denver Nuggets,203932,Aaron Gordon,DEN,29,2,34.2,11,11,0.364,2.5,0.2,3,0.833,3.5,3.5,7,2,1,1,0,1.5,3,-1
West,1610612743,Denver Nuggets,1631128,Christian Braun,DEN,23,2,31.7,13.5,10.5,0.571,2,0.25,1,1,1.5,5.5,7,1,2,1.5,2,2,0.5,4.5
West,1610612743,Denver Nuggets,203967,Dario Šarić,DEN,30,2,11.1,1,2,0.25,0.5,0,0,0,0.5,1,1.5,0,0,0.5,0,1.5,0.5,-9
West,1610612743,Denver Nuggets,1641816,Hunter Tyson,DEN,24,1,1.6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
West,1610612743,Denver Nuggets,1629618,Jalen Pickett,DEN,25,1,1.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
West,1610612743,Denver Nuggets,1627750,Jamal Murray,DEN,27,2,37.7,17,13.5,0.407,5.5,0.455,3.5,1,1,3,4,4.5,2.5,2,0,1.5,4.5,2
West,1610612743,Denver Nuggets,1631124,Julian Strawther,DEN,22,2,16.7,7,5.5,0.545,2,0.5,0,0,0.5,0.5,1,2,1,1.5,0,3.5,0,-17.5
West,1610612743,Denver Nuggets,1629008,Michael Porter Jr.,DEN,26,2,35.1,12,15,0.3,8,0.188,1.5,1,1.5,7,8.5,2.5,1,1.5,0,2,1,0.5
West,1610612743,Denver Nuggets,203999,Nikola Jokić,DEN,29,2,36,28.5,19.5,0.513,7.5,0.533,6,0.75,3.5,7,10.5,8.5,4,2,1,2.5,6.5,-1
West,1610612743,Denver Nuggets,1631212,Peyton Watson,DEN,22,2,13.3,1.5,5,0.1,2.5,0,1,0.5,1,2,3,0.5,0,0.5,1,0.5,1.5,-10
West,1610612743,Denver Nuggets,201566,Russell Westbrook,DEN,35,2,20.2,4,9,0.111,4.5,0.111,3,0.5,0.5,2.5,3,3.5,1,1.5,1.5,2,1.5,-18.5
West,1610612743,Denver Nuggets,1641725,Trey Alexander,DEN,21,1,1.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
West,1610612743,Denver Nuggets,1628427,Vlatko Čančar,DEN,27,1,1.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
West,1610612743,Denver Nuggets,1630192,Zeke Nnaji,DEN,23,1,1.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
West,1610612745,Houston Rockets,1628988,Aaron Holiday,HOU,28,1,2.2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
West,1610612745,Houston Rockets,1630578,Alperen Sengun,HOU,22,3,29.2,15.7,14.3,0.395,2.3,0.429,4.7,0.714,4,8.7,12.7,3,2.3,2.3,0.3,3.3,5.3,7
West,1610612745,Houston Rockets,1641708,Amen Thompson,HOU,21,3,21.9,7.7,6,0.389,1.7,0.2,3.7,0.727,2,2.7,4.7,1.7,3,0,0.3,2.7,2.3,-5.3
West,1610612745,Houston Rockets,1641715,Cam Whitmore,HOU,20,3,14.1,8.3,8.7,0.423,2.7,0,2,0.5,0.7,1.3,2,0,0.3,0,0.3,2,2,2.7
West,1610612745,Houston Rockets,1628415,Dillon Brooks,HOU,28,3,32.7,12,10,0.4,5.3,0.375,2,1,1.7,1.3,3,0.3,0.3,1,0.3,4,1.7,12
West,1610612745,Houston Rockets,1627832,Fred VanVleet,HOU,30,3,35.6,16,13,0.359,10,0.367,4,0.75,0.7,2.3,3,5.3,1.3,2,0,2.7,3.3,3
West,1610612745,Houston Rockets,1631095,Jabari Smith Jr.,HOU,21,3,33.4,9.7,10,0.333,4,0.25,2.3,0.857,3,6.3,9.3,2,1.3,0.3,1,4,2,5.7
West,1610612745,Houston Rockets,1630256,Jae'Sean Tate,HOU,29,1,2.2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2
West,1610612745,Houston Rockets,1630224,Jalen Green,HOU,22,3,33.4,26.3,22,0.409,11,0.364,5.7,0.765,1,3.7,4.7,3,1.3,1,0.3,2,3.3,3.7
West,1610612745,Houston Rockets,1629111,Jock Landale,HOU,29,3,10.2,6,3.7,0.636,0.3,1,1.3,0.75,1.3,1.3,2.7,0.7,0,0,0,0.3,0.7,-5.3
West,1610612745,Houston Rockets,1631466,Nate Williams,HOU,25,1,2.2,3,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,2
West,1610612745,Houston Rockets,1642263,Reed Sheppard,HOU,20,3,11.5,3.3,4,0.333,2,0.333,0,0,0.3,0.7,1,2,1.3,0.3,0.3,1.3,0.3,-3.3
West,1610612745,Houston Rockets,1631106,Tari Eason,HOU,23,3,15.7,7,5.3,0.563,2.3,0.429,0,0,1,2,3,1.3,0.3,2.3,0.7,2,0.3,-2
West,1610612760,Oklahoma City Thunder,1630598,Aaron Wiggins,OKC,25,3,17.8,10.7,6.7,0.7,2,0.333,0.7,1,0.7,2.7,3.3,1,1.3,0.7,0.7,2.3,0.7,6
West,1610612760,Oklahoma City Thunder,1641745,Adam Flagler,OKC,24,3,2.1,2,0.7,1,0.7,1,0,0,0,0.3,0.3,0,0,0.3,0,0.3,0,1
West,1610612760,Oklahoma City Thunder,1642349,Ajay Mitchell,OKC,22,3,12.3,1.3,3,0.222,0.3,0,0,0,0,1.7,1.7,2.3,0.7,0.7,0.3,1,0.3,3.7
West,1610612760,Oklahoma City Thunder,1627936,Alex Caruso,OKC,30,3,20.7,1.7,3.3,0.2,2,0.167,0.3,0,1,2.3,3.3,2.3,1,1.7,1.3,2,1.7,12.7
West,1610612760,Oklahoma City Thunder,1642505,Alex Ducas,OKC,23,3,2.1,0,1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1
West,1610612760,Oklahoma City Thunder,1642024,Alex Reese,OKC,25,1,1.9,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3
West,1610612760,Oklahoma City Thunder,1641717,Cason Wallace,OKC,20,3,25.2,6,8,0.333,3,0.111,0.3,1,1,3.7,4.7,1,0.7,2.7,0,1.3,0.7,15.3
West,1610612760,Oklahoma City Thunder,1631096,Chet Holmgren,OKC,22,3,32.6,23.7,16,0.563,5,0.2,7,0.667,3,10,13,3,2.3,1.3,4,2,5.3,12
West,1610612760,Oklahoma City Thunder,1641794,Dillon Jones,OKC,22,3,2.3,0,0.3,0,0.3,0,0,0,0,0.3,0.3,0,0.3,0.3,0,0.3,0,0.7
West,1610612760,Oklahoma City Thunder,1630198,Isaiah Joe,OKC,25,3,16,6.3,7,0.333,5,0.333,0,0,0.7,0.7,1.3,1,0.3,0,0,1.7,0,1.3
West,1610612760,Oklahoma City Thunder,1631114,Jalen Williams,OKC,23,3,32.9,18.7,18.3,0.418,5,0.2,4,0.583,1.7,5.3,7,5.3,2.3,0.7,0.7,2.7,3.7,6.3
West,1610612760,Oklahoma City Thunder,1629652,Luguentz Dort,OKC,25,3,27.4,9.3,6.3,0.474,3.7,0.455,1.7,1,0.7,1.3,2,0.7,0.3,1,0.3,2.7,1.3,10.7
West,1610612760,Oklahoma City Thunder,1631172,Ousmane Dieng,OKC,21,3,14,5.7,5,0.4,3.3,0.3,1,0.667,0,3.3,3.3,0.3,0,0,0.7,0.3,1,6.7
West,1610612760,Oklahoma City Thunder,1628983,Shai Gilgeous-Alexander,OKC,26,3,33.9,28.7,23,0.449,7.7,0.304,6.3,0.895,2,6.7,8.7,6.3,1.3,3,2,2,3.3,18.3
West,1610612758,Sacramento Kings,203458,Alex Len,SAC,31,2,7.5,1.5,1.5,0.333,0.5,0,1,0.5,0,2,2,0.5,1.5,0,1,1,0.5,-4.5
West,1610612758,Sacramento Kings,1628368,De'Aaron Fox,SAC,26,2,39.1,21.5,17,0.441,7,0.286,5,0.9,0,3.5,3.5,10.5,4,1.5,0,3,4.5,-1.5
West,1610612758,Sacramento Kings,201942,DeMar DeRozan,SAC,35,2,39.9,24.5,15,0.533,2.5,0.4,9,0.833,0.5,3.5,4,2.5,2,2,0,1,5.5,-0.5
West,1610612758,Sacramento Kings,1627734,Domantas Sabonis,SAC,28,2,37.5,26.5,13.5,0.667,3.5,0.571,8.5,0.765,2,8,10,5.5,3,1.5,1,3.5,5.5,4.5
West,1610612758,Sacramento Kings,203926,Doug McDermott,SAC,32,1,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-3
West,1610612758,Sacramento Kings,1629162,Jordan McLaughlin,SAC,28,1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West,1610612758,Sacramento Kings,1631099,Keegan Murray,SAC,24,2,41.4,18.5,14,0.464,8.5,0.412,2,1,1.5,6,7.5,1.5,0.5,1,1,2.5,1,8.5
West,1610612758,Sacramento Kings,1631165,Keon Ellis,SAC,24,1,11.2,2,1,0,0,0,2,1,0,1,1,0,0,2,0,1,1,-12
West,1610612758,Sacramento Kings,1628989,Kevin Huerter,SAC,26,2,23,8,6.5,0.462,5,0.4,0,0,0,3,3,0.5,0.5,1,0,2,0,-10
West,1610612758,Sacramento Kings,1628370,Malik Monk,SAC,26,2,27.1,15.5,11.5,0.522,4.5,0.333,2.5,0.8,0,2,2,4.5,0,0.5,0,2,3,6.5
West,1610612758,Sacramento Kings,1626168,Trey Lyles,SAC,28,2,14.7,4,5,0.2,4.5,0.222,1,1,0.5,2,2.5,1,0,1,0.5,2,1,-10.5
West,1610612746,LA Clippers,1629599,Amir Coffey,LAC,27,3,23.1,6.3,4.7,0.5,2,0.5,1.3,0.5,0.7,2,2.7,1.3,0,0.7,0,1.3,1,3.3
West,1610612746,LA Clippers,1627884,Derrick Jones Jr.,LAC,27,3,30.4,13,8,0.667,3.3,0.6,0.7,0.5,2,1,3,0.7,2.3,1.7,0.3,2.7,1,-2.3
West,1610612746,LA Clippers,1627826,Ivica Zubac,LAC,27,3,36.8,22.7,16.3,0.592,0,0,5,0.667,3.7,10.3,14,4.3,3.3,0.7,0.7,3.7,5.3,-0.7
West,1610612746,LA Clippers,201935,James Harden,LAC,35,3,37.8,25,19.3,0.362,8.7,0.192,10.3,0.903,1.3,7,8.3,11.7,6.7,0.7,0.3,3,5.3,1
West,1610612746,LA Clippers,1630539,Kai Jones,LAC,23,3,7.1,2,2,0.5,0,0,0,0,1,1.3,2.3,0.3,0,0,0.3,1,0,-2.3
West,1610612746,LA Clippers,1629645,Kevin Porter Jr.,LAC,24,3,14.8,4.3,8.3,0.2,3,0.111,0.7,1,0.7,1.3,2,2,2,1,0,2,1.3,6.7
West,1610612746,LA Clippers,1627739,Kris Dunn,LAC,30,3,22.4,7.3,5,0.6,3,0.444,0.3,0,1,5.3,6.3,2.3,1.3,2,0,2.7,0.7,7.7
West,1610612746,LA Clippers,201587,Nicolas Batum,LAC,35,3,20.2,2.7,2,0.333,1.7,0.2,1.3,0.75,1,2.3,3.3,2.3,0.7,0.3,0.3,3,1.3,10.3
West,1610612746,LA Clippers,1626181,Norman Powell,LAC,31,3,33.6,24.7,17.3,0.519,8.3,0.4,4,0.833,0.7,2,2.7,1.3,1.3,0.3,0.7,1.7,4.7,-1
West,1610612746,LA Clippers,1629611,Terance Mann,LAC,28,3,22.1,3.3,5,0.333,1.3,0,1,0,0.7,2.3,3,1.7,0.7,0.7,0,3.7,1.7,-6
West,1610612744,Golden State Warriors,203952,Andrew Wiggins,GSW,29,3,25.2,19.7,13.3,0.55,6.3,0.579,1.7,0.8,2.3,4.3,6.7,2.3,1,0.3,1,2.7,2.3,7.7
West,1610612744,Golden State Warriors,1641764,Brandin Podziemski,GSW,21,3,24.8,6.3,9,0.333,4.7,0.071,0,0,2,3.7,5.7,3,1.7,0.7,0.3,2.3,1.3,19
West,1610612744,Golden State Warriors,1627741,Buddy Hield,GSW,31,3,20.8,19,13.3,0.525,8.3,0.52,0.7,1,0.7,4.3,5,3,1.7,0.7,0.3,1.7,1,12.7
West,1610612744,Golden State Warriors,1629001,De'Anthony Melton,GSW,26,3,16.7,6.3,6.7,0.35,5,0.267,0.7,0.5,0.3,1,1.3,2.7,1,1,0.7,3.3,1,0.3
West,1610612744,Golden State Warriors,203110,Draymond Green,GSW,34,3,22.4,4.3,3,0.444,1.3,0.5,1.3,0.75,0,4.3,4.3,3,2.3,1.3,0.7,3.3,2,8.7
West,1610612744,Golden State Warriors,1627780,Gary Payton II,GSW,31,3,13.6,6,4,0.583,1,0,1.3,1,0.7,1,1.7,1.7,0,1.7,0,0.7,0.7,11
West,1610612744,Golden State Warriors,1630611,Gui Santos,GSW,22,2,5.5,1.5,0.5,1,0,0,1,0.5,0,2,2,0.5,0.5,0,0,1.5,1,8.5
West,1610612744,Golden State Warriors,1630228,Jonathan Kuminga,GSW,22,3,19.7,8,8,0.333,3,0.111,4,0.583,1.3,2,3.3,1,1.7,1,0.7,1.7,2.3,2.7
West,1610612744,Golden State Warriors,1626172,Kevon Looney,GSW,28,3,15.9,7,5.7,0.471,0,0,2.7,0.625,5,4,9,2,1,1.3,0.7,3,1.3,6.7
West,1610612744,Golden State Warriors,203937,Kyle Anderson,GSW,31,3,12.5,3,3,0.444,1.7,0.2,0,0,2,2,4,2,0.7,1.3,0.3,0.3,0.3,4.7
West,1610612744,Golden State Warriors,1630322,Lindy Waters III,GSW,27,3,4.2,4.7,2,0.833,1.7,0.8,0,0,0,0.7,0.7,0.3,0,0.3,0,0.7,0.3,6.3
West,1610612744,Golden State Warriors,1630541,Moses Moody,GSW,22,3,15.1,10,8,0.458,5,0.4,1.3,0.5,0.3,1.3,1.7,1,1.3,0.7,0,1.3,1.3,7.7
West,1610612744,Golden State Warriors,201939,Stephen Curry,GSW,36,3,26.4,18.3,13.7,0.415,9,0.407,3.3,1,0,5.3,5.3,6.7,3.7,2,0.3,1.3,2.3,15.7
West,1610612744,Golden State Warriors,1631218,Trayce Jackson-Davis,GSW,24,3,19.2,10,5.7,0.765,0,0,1.7,0.8,1.3,3.3,4.7,1.7,0.7,0.3,0.3,1.3,1,6.3
West,1610612757,Portland Trail Blazers,1629014,Anfernee Simons,POR,25,3,33.9,22,16.3,0.388,8.7,0.346,6.7,0.95,0,1.7,1.7,5.3,3.7,1.3,0,1.7,3,4.3
West,1610612757,Portland Trail Blazers,1630625,Dalano Banton,POR,24,2,5.7,1.5,2,0.25,1,0.5,0,0,0,1,1,1,0,0,0,0,0.5,-5.5
West,1610612757,Portland Trail Blazers,1629028,Deandre Ayton,POR,26,3,31.6,12.3,11.7,0.486,1,0.333,1,0.667,3.3,9.3,12.7,1.3,1.3,0.7,1,2.7,1.7,-2
West,1610612757,Portland Trail Blazers,1630166,Deni Avdija,POR,23,3,29.4,9.3,10.3,0.29,3.7,0.091,3.3,0.9,2,4.3,6.3,3.7,2.3,1.3,1.3,2,2,3.3
West,1610612757,Portland Trail Blazers,1642270,Donovan Clingan,POR,20,3,13.4,5,3,0.667,0,0,1.3,0.75,2.7,3,5.7,0,1,0.3,2.3,2.3,1.7,-1
West,1610612757,Portland Trail Blazers,1641871,Duop Reath,POR,28,2,3.5,1.5,2,0.25,1,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,-2
West,1610612757,Portland Trail Blazers,1631133,Jabari Walker,POR,22,3,12.9,3,3.3,0.3,1.3,0.25,0.7,1,1,2.7,3.7,0,0.7,0,0.3,2.3,1,-0.7
West,1610612757,Portland Trail Blazers,203924,Jerami Grant,POR,30,3,34,26,19.3,0.448,10.7,0.375,6,0.778,0.3,4,4.3,2,2.7,1.3,2.7,2.7,4,-4.3
West,1610612757,Portland Trail Blazers,1631200,Kris Murray,POR,24,3,13.4,4.3,3.3,0.5,1.3,0.5,2,0.167,0.7,1,1.7,1.3,1,0,0,0.7,1,-9
West,1610612757,Portland Trail Blazers,1641712,Rayan Rupert,POR,20,2,10.3,3,2,0.75,0.5,0,0,0,1,1.5,2.5,0.5,0.5,1.5,0,1,0,-8.5
West,1610612757,Portland Trail Blazers,1630703,Scoot Henderson,POR,20,3,28.9,15.3,13,0.41,4,0.167,4.7,0.857,0.7,2.7,3.3,5.7,3,1,0,3,5.3,-6.3
West,1610612757,Portland Trail Blazers,1641739,Toumani Camara,POR,24,3,29.5,9.3,7.3,0.455,3,0.556,1.7,0.6,3.3,1.7,5,3.3,1,1.7,0,3.7,3.7,-0.3
West,1610612747,Los Angeles Lakers,203076,Anthony Davis,LAL,31,3,37.6,34,18.7,0.571,1.7,0.4,15,0.8,2.3,8.7,11,3.3,1.3,1.7,2.3,1.3,8.7,-5.7
West,1610612747,Los Angeles Lakers,1630559,Austin Reaves,LAL,26,3,35.4,18,12.7,0.553,5.3,0.438,2.3,0.714,2.7,4,6.7,6,3.3,1.3,0.7,3.7,3.3,1.7
