CONFERENCE,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,FGA,FG_PCT,FG3A,FG3_PCT,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PFD,PLUS_MINUS
East,1610612755,Philadelphia 76ers,1630178,Tyrese Maxey,PHI,23,3,42.6,31.3,28.7,0.349,12.7,0.237,10.3,0.806,0,4,4,3.7,2.3,1,1,3,5.7,-2.7
East,1610612738,Boston Celtics,201143,Al Horford,BOS,38,3,26.1,9.3,6.3,0.526,4.7,0.571,0,0,1,3.3,4.3,2.3,0.7,1.3,0.3,0.7,0.7,19
East,1610612738,Boston Celtics,1631248,Baylor Scheierman,BOS,24,1,8.1,4,3,0.333,2,0,2,1,0,1,1,0,0,0,0,1,1,-10
East,1610612738,Boston Celtics,1628401,Derrick White,BOS,30,3,31.8,20,12.7,0.526,7.7,0.435,3.7,0.909,1,3.3,4.3,3.7,0.7,0.7,1,1.3,3.7,20.3
East,1610612738,Boston Celtics,1641809,Drew Peterson,BOS,24,1,3.9,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,-7
East,1610612738,Boston Celtics,1631120,JD Davison,BOS,22,1,8.1,0,1,0,1,0,0,0,0,1,1,1,3,0,0,1,0,-10
East,1610612738,Boston Celtics,1630531,Jaden Springer,BOS,22,1,5.6,1,1,0,0,0,2,0.5,2,1,3,1,0,0,0,0,2,-8
East,1610612738,Boston Celtics,1627759,Jaylen Brown,BOS,28,3,32.8,24.7,20.7,0.371,8,0.458,6.3,0.895,2,6.3,8.3,3,1.7,2,0,2,5.3,18.7
East,1610612738,Boston Celtics,1628369,Jayson Tatum,BOS,26,3,32.4,33,21.3,0.547,11.7,0.486,6,0.667,1,5.3,6.3,6,1,1.3,0.7,2.3,3.3,13.7
East,1610612738,Boston Celtics,1641775,Jordan Walsh,BOS,20,2,8.1,0,2,0,1.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,-9.5
East,1610612738,Boston Celtics,201950,Jrue Holiday,BOS,34,3,29.6,10.7,6,0.556,3.3,0.6,2.3,0.857,1,2,3,3,1.7,0.3,0.3,2.3,1.7,11.7
East,1610612738,Boston Celtics,1628436,Luke Kornet,BOS,29,3,18.3,2.7,2.3,0.571,0,0,0,0,2,1.7,3.7,1.7,0.7,0.7,0.7,2,0.7,4.3
East,1610612738,Boston Celtics,1629674,Neemias Queta,BOS,25,2,9,6,3.5,0.714,0.5,0,1,1,2,1.5,3.5,0,0.5,0,0,2.5,0.5,1.5
East,1610612738,Boston Celtics,1630202,Payton Pritchard,BOS,26,3,24.1,12.3,9.7,0.379,8.7,0.423,1.3,1,0.3,2,2.3,2,0.3,0.3,0,1.3,0.3,4.3
East,1610612738,Boston Celtics,1630573,Sam Hauser,BOS,26,1,24.2,10,10,0.4,7,0.286,0,0,1,4,5,1,0,0,0,2,0,6
East,1610612738,Boston Celtics,1630214,Xavier Tillman,BOS,25,3,17.1,4.3,4,0.417,2.7,0.375,0,0,1.3,2.3,3.7,1.3,0.7,0.7,0,1.3,0.3,4.7
East,1610612748,Miami Heat,202692,Alec Burks,MIA,33,1,24.9,9,4,0.75,4,0.75,0,0,0,2,2,0,0,0,1,0,0,7
East,1610612748,Miami Heat,1628389,Bam Adebayo,MIA,27,2,29.1,10.5,11,0.318,2,0,5.5,0.636,3.5,4.5,8,2,0.5,0.5,0.5,1,4,-15
East,1610612748,Miami Heat,1630696,Dru Smith,MIA,26,2,4.5,0,0.5,0,0,0,0,0,1,0,1,1,0.5,0,0.5,1.5,0,5.5
East,1610612748,Miami Heat,1629130,Duncan Robinson,MIA,30,2,17.5,5,7.5,0.267,5,0.2,0,0,0,0.5,0.5,1,0,0,1,2,1,3
East,1610612748,Miami Heat,1629312,Haywood Highsmith,MIA,27,1,30.2,9,8,0.5,2,0.5,0,0,1,4,5,2,1,2,1,3,2,-6
East,1610612748,Miami Heat,1631170,Jaime Jaquez Jr.,MIA,23,2,20.4,9.5,6.5,0.462,2,1,2.5,0.6,2,3.5,5.5,3.5,3,0.5,0,3,1.5,-5
East,1610612748,Miami Heat,202710,Jimmy Butler,MIA,35,2,31.4,14.5,11.5,0.348,2.5,0.2,9.5,0.632,2.5,3.5,6,6.5,1,1.5,1,1.5,6.5,-17
East,1610612748,Miami Heat,1642276,Kel'el Ware,MIA,20,1,6.3,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,13
East,1610612748,Miami Heat,1631107,Nikola Jović,MIA,21,2,26.9,12.5,11,0.455,6,0.25,1.5,0.667,0.5,4,4.5,3.5,1,1.5,0.5,3.5,2,4.5
East,1610612748,Miami Heat,1641796,Pelle Larsson,MIA,23,1,6.3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13
East,1610612748,Miami Heat,1626179,Terry Rozier,MIA,30,2,31.8,19,13.5,0.444,6.5,0.385,4.5,1,0,5.5,5.5,4,2.5,0,1,1.5,3,-4.5
East,1610612748,Miami Heat,1628418,Thomas Bryant,MIA,27,2,13.8,6.5,3,0.833,0.5,1,1,1,0.5,1.5,2,2,0.5,0.5,1,1,0.5,1
East,1610612748,Miami Heat,1629639,Tyler Herro,MIA,24,2,30.7,18,12.5,0.48,6,0.417,4,0.875,0.5,4.5,5,4,2,0.5,0.5,2,2.5,-13.5
East,1610612764,Washington Wizards,1642259,Alexandre Sarr,WAS,19,2,23.4,7,8.5,0.294,5.5,0.182,1,1,1.5,4,5.5,1,0,0.5,2,2.5,1,-21
East,1610612764,Washington Wizards,1630264,Anthony Gill,WAS,32,1,3.2,2,2,0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,4
East,1610612764,Washington Wizards,1641731,Bilal Coulibaly,WAS,20,2,32.5,15.5,9,0.556,4.5,0.444,4.5,0.778,2,4,6,3.5,3,0.5,0,1,2.5,-17
East,1610612764,Washington Wizards,1642267,Carlton Carrington,WAS,19,2,25.6,6.5,7,0.214,3,0.333,3,0.833,0,2.5,2.5,3,2,0,1,4,2.5,-19
East,1610612764,Washington Wizards,1630557,Corey Kispert,WAS,25,2,25.2,8,7.5,0.467,4.5,0.222,0,0,0,3,3,2.5,1,0,0,2,0.5,-16
East,1610612764,Washington Wizards,1630215,Jared Butler,WAS,24,2,10,7,5,0.5,1,0.5,2,0.75,0,0.5,0.5,2.5,0,1,0.5,1,1.5,6
East,1610612764,Washington Wizards,1631098,Johnny Davis,WAS,22,2,5.2,1,2,0.25,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,1,0,4.5
East,1610612764,Washington Wizards,202685,Jonas Valančiūnas,WAS,32,2,20.7,14,10,0.6,0,0,2,1,3,3.5,6.5,1,1.5,0.5,0,0.5,2,-13
East,1610612764,Washington Wizards,1629673,Jordan Poole,WAS,25,2,28.1,20,13,0.5,9,0.556,2,1,0,1,1,5,2.5,3.5,0.5,2.5,5,-18
East,1610612764,Washington Wizards,1630551,Justin Champagnie,WAS,23,1,3.9,0,0,0,0,0,0,0,1,1,2,1,0,0,0,3,0,7
East,1610612764,Washington Wizards,1628398,Kyle Kuzma,WAS,29,2,26,13,16,0.281,4.5,0,5,0.8,1.5,3.5,5,2,1,0.5,0.5,0.5,3,-17.5
East,1610612764,Washington Wizards,1642273,Kyshawn George,WAS,20,2,23.4,3,6.5,0.154,4,0,2,0.5,1,2.5,3.5,3,1,0.5,2,4,2,-3.5
East,1610612764,Washington Wizards,1628963,Marvin Bagley III,WAS,25,2,9.7,8.5,6,0.5,1.5,0,3.5,0.714,3.5,2.5,6,0.5,1.5,0,0.5,0.5,3,5
East,1610612764,Washington Wizards,1631116,Patrick Baldwin Jr.,WAS,21,2,6.7,4.5,4,0.5,1.5,0.333,0,0,0.5,1.5,2,0.5,0,0,0.5,1,0,6.5
East,1610612753,Orlando Magic,1641710,Anthony Black,ORL,20,3,24.8,10,7.7,0.522,1.3,0.5,2.3,0.571,1.3,2,3.3,4,1.3,0,1,2.7,1.7,8
East,1610612753,Orlando Magic,1631216,Caleb Houstan,ORL,21,2,5.1,3,1.5,0.667,1.5,0.667,0,0,0,0.5,0.5,0,0,0,0,1,0,-1
East,1610612753,Orlando Magic,1630175,Cole Anthony,ORL,24,3,14.9,2.7,4.3,0.231,2.7,0.125,0.7,0.5,0,1.3,1.3,3.3,1.7,1.3,0,1.7,1.7,0.7
East,1610612753,Orlando Magic,202709,Cory Joseph,ORL,33,2,5.1,1.5,1.5,0.333,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,-1
East,1610612753,Orlando Magic,1630532,Franz Wagner,ORL,23,3,32.1,25,17,0.529,7.3,0.455,4,0.917,1.3,4.3,5.7,4,3,1.7,0.3,2.3,3.3,10
East,1610612753,Orlando Magic,203914,Gary Harris,ORL,30,3,14.2,8,4.7,0.571,4.7,0.571,0,0,0.3,1,1.3,0.3,0.3,0,1,0.3,0,2
East,1610612753,Orlando Magic,1629048,Goga Bitadze,ORL,25,3,5.6,1.7,1.3,0.5,0.3,0,0.7,0.5,0.7,1,1.7,0.3,0.7,0,0.3,0.3,0.7,-2
East,1610612753,Orlando Magic,1630591,Jalen Suggs,ORL,23,3,21.6,14,9,0.444,6,0.444,3.3,1,0,4.7,4.7,2.7,2,2,0.3,2,3,1.3
East,1610612753,Orlando Magic,1641724,Jett Howard,ORL,21,3,6.1,4.7,3.3,0.5,2.7,0.5,0,0,0,1,1,0,0,0,0,0.3,0.3,-4.3
East,1610612753,Orlando Magic,1628371,Jonathan Isaac,ORL,27,1,11.5,3,4,0.25,2,0.5,2,0,2,1,3,0,0,1,2,1,1,-10
East,1610612753,Orlando Magic,203484,Kentavious Caldwell-Pope,ORL,31,3,26.4,5.3,6,0.222,4.7,0.143,2,1,0.3,1,1.3,1.7,1,1.7,1.7,1.3,1,5
East,1610612753,Orlando Magic,1630644,Mac McClung,ORL,25,1,4.9,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,11
East,1610612753,Orlando Magic,1629021,Moritz Wagner,ORL,27,3,14.5,11.3,6.7,0.65,2.7,0.375,2,0.833,1,3,4,0.7,1.3,0.3,0.7,3.7,3,-3
East,1610612753,Orlando Magic,1631094,Paolo Banchero,ORL,21,3,35.1,21.3,16.3,0.408,4.7,0.429,10,0.6,2.7,5.3,8,5,1,0.7,0.7,2.3,6,10
East,1610612753,Orlando Magic,1630243,Trevelin Queen,ORL,27,1,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
East,1610612753,Orlando Magic,1641783,Tristan da Silva,ORL,23,1,5.4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-13
East,1610612753,Orlando Magic,1628976,Wendell Carter Jr.,ORL,25,3,29.6,6.3,6,0.389,2.7,0.25,2,0.5,3.3,8.3,11.7,2.7,1,1.3,0.3,2,3.3,10
East,1610612752,New York Knicks,1630574,Ariel Hukporti,NYK,22,2,5.9,0,0,0,0,0,0,0,0,2.5,2.5,0,0.5,0,1.5,0.5,0.5,2
East,1610612752,New York Knicks,1626166,Cameron Payne,NYK,30,2,21.4,9,9.5,0.421,4.5,0.222,0.5,0,1,1.5,2.5,3.5,0.5,1,0,2,1,1.5
East,1610612752,New York Knicks,1631210,Jacob Toppin,NYK,24,2,2.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
East,1610612752,New York Knicks,1628973,Jalen Brunson,NYK,28,2,27.2,24,16.5,0.576,3.5,0.571,3.5,0.857,1,2,3,3.5,2.5,0,0,2,4,6.5
East,1610612752,New York Knicks,1630579,Jericho Sims,NYK,26,2,19.7,3,2,0.75,0,0,0,0,1.5,4,5.5,0.5,0.5,0,1,0.5,0,1.5
East,1610612752,New York Knicks,1628404,Josh Hart,NYK,29,2,30.6,16,10.5,0.571,4,0.125,5,0.7,2,5,7,3,2,0.5,0,0.5,3,6
East,1610612752,New York Knicks,1626157,Karl-Anthony Towns,NYK,28,2,28,16.5,10,0.5,2,0.75,5.5,0.909,2,9,11,1.5,0,0.5,1,1.5,3.5,-0.5
East,1610612752,New York Knicks,1628969,Mikal Bridges,NYK,28,2,34.1,18.5,12.5,0.6,5,0.4,2.5,0.6,0.5,0,0.5,3.5,1,0.5,0,2,2,-10
East,1610612752,New York Knicks,1630540,Miles McBride,NYK,24,2,23.2,15,7,0.786,3.5,0.857,1.5,0.667,0,1,1,2,1.5,0,0,2,2.5,-5.5
East,1610612752,New York Knicks,1628384,OG Anunoby,NYK,27,2,34.1,9,9.5,0.368,4,0.125,2,0.75,0,4.5,4.5,2,0.5,1,0,3,1.5,-1.5
East,1610612752,New York Knicks,1642359,Pacôme Dadiet,NYK,19,2,8.9,1.5,2,0.25,1,0.5,0,0,0,1,1,0,0.5,0,0,1,0.5,3.5
East,1610612752,New York Knicks,1642278,Tyler Kolek,NYK,23,2,4.6,3.5,1,0.5,0.5,1,2,1,0,0,0,0,1.5,0,0,0,1,1.5
East,1610612741,Chicago Bulls,1630245,Ayo Dosunmu,CHI,24,3,25.6,4.3,8.3,0.24,5.3,0.063,0,0,0,4.7,4.7,4.7,1.7,0,0.3,2.3,0.7,-2.7
East,1610612741,Chicago Bulls,1630537,Chris Duarte,CHI,27,2,3.1,3,1,1,1,1,0,0,0,0,0,0.5,0,0,0,0,0.5,2
East,1610612741,Chicago Bulls,1629632,Coby White,CHI,24,3,33,18,15,0.422,9,0.259,4,0.75,0,6,6,4.7,3.3,2,0.3,1.7,3,-3.3
East,1610612741,Chicago Bulls,1631207,Dalen Terry,CHI,22,3,6.2,1.7,0.7,0.5,0,0,1.3,0.75,0.3,0.3,0.7,0.3,0.3,0.7,0.3,0.7,0.7,2.7
East,1610612741,Chicago Bulls,1630188,Jalen Smith,CHI,24,3,14.4,10,7,0.476,3.3,0.5,2,0.833,2.7,2.7,5.3,0.3,0.3,0.3,0,2.7,1.7,0.7
East,1610612741,Chicago Bulls,1628975,Jevon Carter,CHI,29,1,4.4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
East,1610612741,Chicago Bulls,1630581,Josh Giddey,CHI,22,3,27.1,15,11.7,0.486,3,0.444,3.7,0.636,1,5,6,5.3,2.7,0,0,1,2,-13.7
East,1610612741,Chicago Bulls,1641763,Julian Phillips,CHI,20,3,13.8,4.7,3.7,0.455,3,0.333,0.3,1,0.3,0.7,1,0.3,0,1,0,0.7,0.3,-5.7
East,1610612741,Chicago Bulls,1628366,Lonzo Ball,CHI,27,2,14.6,4,5,0.3,4,0.25,0,0,0,3.5,3.5,2.5,1.5,0,0,2,0,3.5
East,1610612741,Chicago Bulls,1641824,Matas Buzelis,CHI,20,3,6.9,1.7,3,0.222,1.3,0,0.7,0.5,0.3,0.7,1,1,0.3,0.3,0,1.3,0.3,1
East,1610612741,Chicago Bulls,202696,Nikola Vučević,CHI,34,3,31.7,20.3,13.7,0.537,4.3,0.538,3.7,0.909,2.3,9,11.3,2.3,1.7,0,0.3,3,3,-7
East,1610612741,Chicago Bulls,1630172,Patrick Williams,CHI,23,3,28.8,7.3,8.7,0.308,4,0.333,1,0.667,1.7,3.7,5.3,2.3,1.3,1.3,0.3,1,0.7,-4.7
East,1610612741,Chicago Bulls,1629659,Talen Horton-Tucker,CHI,23,3,4.4,0.7,0.3,0,0,0,1.3,0.5,0.3,1,1.3,0.3,1,0,0,0,0.7,1
East,1610612741,Chicago Bulls,203897,Zach LaVine,CHI,29,3,34.8,24.7,15,0.556,7.7,0.478,5.3,0.813,0.7,5.7,6.3,2.3,5,0.7,1,1.7,3,-5.7
East,1610612751,Brooklyn Nets,1627732,Ben Simmons,BKN,28,3,24,5,4,0.5,0,0,1.3,0.75,1.3,4.3,5.7,5.7,4,0.7,0.7,4.7,1.7,-11.3
East,1610612751,Brooklyn Nets,1630560,Cam Thomas,BKN,23,3,34.6,30.7,21.7,0.477,8.7,0.462,6.7,0.9,1.3,4,5.3,2.7,2.3,1.7,0,2,5.7,-3.3
East,1610612751,Brooklyn Nets,1629661,Cameron Johnson,BKN,28,3,32,13,11.3,0.382,8.3,0.24,3,0.778,0.3,3.7,4,1.7,1,1,0.7,3.3,2.7,-7.3
East,1610612751,Brooklyn Nets,1642385,Cui Yongxi,BKN,21,1,2,1,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,1,-4
East,1610612751,Brooklyn Nets,1641727,Dariq Whitehead,BKN,20,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,-4
East,1610612751,Brooklyn Nets,203471,Dennis Schröder,BKN,31,3,33.8,20.7,14.3,0.465,6,0.556,4.7,0.857,0,2.7,2.7,6.3,3,1,0,3.3,2.7,9.7
East,1610612751,Brooklyn Nets,1627827,Dorian Finney-Smith,BKN,31,3,26.9,8.7,9.3,0.357,6.7,0.3,0,0,2.3,3.3,5.7,1,0.7,1.3,0.7,3,0.7,-0.3
East,1610612751,Brooklyn Nets,1630592,Jalen Wilson,BKN,23,3,20.5,6,3.7,0.364,2.3,0.286,2.7,1,0.3,1.7,2,1.7,1,0.3,0,3.7,1.3,-2.7
East,1610612751,Brooklyn Nets,1641798,Jaylen Martin,BKN,20,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,-4
East,1610612751,Brooklyn Nets,1630553,Keon Johnson,BKN,22,2,5.9,1,3,0.167,2,0,0,0,0,1,1,0,0.5,0,0,1,0,-5
East,1610612751,Brooklyn Nets,1629651,Nic Claxton,BKN,25,3,19.2,7,4.7,0.643,0,0,2,0.5,2,5,7,1.3,0.7,0.7,1.3,2.7,1.7,13.7
East,1610612751,Brooklyn Nets,1641730,Noah Clowney,BKN,20,3,17.2,9,9,0.333,5,0.333,1.3,1,1.7,2.3,4,0,1,0.7,0.3,2,0.7,-1.7
East,1610612751,Brooklyn Nets,1629003,Shake Milton,BKN,28,3,8.3,1,1,0.333,0.7,0.5,0,0,0,0.3,0.3,1,0,0,0,1,0.3,-2.7
East,1610612751,Brooklyn Nets,1630533,Ziaire Williams,BKN,23,3,17.7,7.7,7,0.429,2.3,0.571,0.7,0.5,1.3,3.3,4.7,0.7,0.7,0.7,0.3,3,1,3.3
East,1610612737,Atlanta Hawks,203992,Bogdan Bogdanović,ATL,32,1,27.8,8,6,0.333,6,0.333,2,1,0,2,2,2,2,0,2,3,1,-3
East,1610612737,Atlanta Hawks,203991,Clint Capela,ATL,30,3,20.9,6,5,0.533,0,0,1,0.667,2.3,5.7,8,1.3,1,1,1.3,1.3,2,0
East,1610612737,Atlanta Hawks,1631223,David Roddy,ATL,23,1,19.6,10,5,0.8,1,1,3,0.333,2,3,5,3,0,0,0,0,2,-4
East,1610612737,Atlanta Hawks,1629631,De'Andre Hunter,ATL,26,2,29.5,18,12,0.417,5,0.4,6.5,0.923,1,5.5,6.5,2,0,1,0.5,4.5,5,7
East,1610612737,Atlanta Hawks,1630700,Dyson Daniels,ATL,21,3,31.1,13.3,11,0.515,4,0.333,2,0.333,1.7,3,4.7,2.7,1,2.7,1.3,4,1.7,-3
East,1610612737,Atlanta Hawks,1629726,Garrison Mathews,ATL,28,2,20.1,11,6,0.5,5.5,0.545,2,1,0.5,1,1.5,1,0.5,1,0,3.5,2,-2.5
East,1610612737,Atlanta Hawks,1630552,Jalen Johnson,ATL,22,3,35.7,11.3,12.3,0.297,3.3,0.2,5.7,0.588,1.3,7.3,8.7,3,4,1.7,1.3,4.3,3.7,-4
